        L2 Norm                Lmax Norm
   3.4747383362790114E-013   6.9455552420549793E-013

        Y_exact              Y_numerical                     Absolute Error                Relative Error
   11.000000000000000        11.000000000000000        0.0000000000000000        0.0000000000000000     
   10.997373333842107        10.997373333842626       -5.1869619710487314E-013  -4.7165462275313913E-014
   10.994751002708510        10.994751002708471        3.9079850466805510E-014   3.5544097776455651E-015
   10.992133003997049        10.992133003997392       -3.4283687000424834E-013  -3.1189294186995664E-014
   10.989519335096913        10.989519335096888        2.4868995751603507E-014   2.2629739293674206E-015
   10.986909993382429        10.986909993382124        3.0553337637684308E-013   2.7808854041843443E-014
   10.984304976216180        10.984304976215952        2.2737367544323206E-013   2.0699869125589106E-014
   10.981704280949426        10.981704280948945        4.8139270347746788E-013   4.3835882952390789E-014
   10.979107904919619        10.979107904919420        1.9895196601282805E-013   1.8120959164968205E-014
   10.976515845453985        10.976515845453468        5.1691984026547289E-013   4.7093253227485617E-014
   10.973928099864864        10.973928099864978       -1.1368683772161603E-013  -1.0359721394840923E-014
   10.971344665455593        10.971344665455664       -7.1054273576010019E-014  -6.4763505060352091E-015
   10.968765539514823        10.968765539515095       -2.7178259642823832E-013  -2.4777865426072363E-014
   10.966190719321027        10.966190719320723        3.0375701953744283E-013   2.7699410607756601E-014
   10.963620202137935        10.963620202137909        2.6645352591003757E-014   2.4303425419468510E-015
   10.961053985220424        10.961053985219950        4.7428727611986687E-013   4.3270225359658157E-014
   10.958492065807569        10.958492065808109       -5.4001247917767614E-013  -4.9277991527922941E-014
   10.955934441132083        10.955934441131641        4.4231285301066237E-013   4.0371987929215641E-014
   10.953381108407420        10.953381108407825       -4.0500935938325711E-013  -3.6975738849476032E-014
   10.950832064841634        10.950832064841991       -3.5704772471945034E-013  -3.2604620599175794E-014
   10.948287307627471        10.948287307627545       -7.4606987254810520E-014  -6.8144893496568362E-015
   10.945746833946437        10.945746833946004        4.3343106881366111E-013   3.9598126595569138E-014
   10.943210640966722        10.943210640967017       -2.9487523534044158E-013  -2.6945952610704048E-014
   10.940678725848068        10.940678725848404       -3.3573144264664734E-013  -3.0686527870840397E-014
   10.938151085736020        10.938151085736179       -1.5809575870662229E-013  -1.4453608975358574E-014
   10.935627717765088        10.935627717764577        5.1159076974727213E-013   4.6782021384669611E-014
   10.933108619056648        10.933108619056089        5.5955240441107890E-013   5.1179625475938907E-014
   10.930593786721230        10.930593786721492       -2.6112445539183682E-013  -2.3889320240686065E-014
   10.928083217860094        10.928083217859870        2.2382096176443156E-013   2.0481264399472569E-014
   10.925576909559073        10.925576909558657        4.1566750041965861E-013   3.8045359422254418E-014
   10.923074858893038        10.923074858893656       -6.1817218011128716E-013  -5.6593238451350660E-014
   10.920577062928938        10.920577062929075       -1.3677947663381929E-013  -1.2524931223472776E-014
   10.918083518717232        10.918083518717555       -3.2329694477084558E-013  -2.9611144136844795E-014
   10.915594223299969        10.915594223300202       -2.3270274596143281E-013  -2.1318376370634526E-014
   10.913109173706523        10.913109173706614       -9.0594198809412774E-014  -8.3014104749987955E-015
   10.910628366954501        10.910628366954919       -4.1744385725905886E-013  -3.8260294752902533E-014
   10.908151800052359        10.908151800051799        5.5955240441107890E-013   5.1296719615544135E-014
   10.905679469992130        10.905679469992522       -3.9257486150745535E-013  -3.5997285871793430E-014
   10.903211373761373        10.903211373760978        3.9435121834685560E-013   3.6168354884494265E-014
   10.900747508329193        10.900747508329705       -5.1159076974727213E-013  -4.6931714486219300E-014
   10.898287870660088        10.898287870659919        1.6875389974302379E-013   1.5484441386186534E-014
   10.895832457701427        10.895832457701555       -1.2789769243681803E-013  -1.1738221281699038E-014
   10.893381266393607        10.893381266393288        3.1974423109204508E-013   2.9352156440027041E-014
   10.890934293662266        10.890934293662569       -3.0375701953744283E-013  -2.7890813712300825E-014
   10.888491536425100        10.888491536425661       -5.6132876125047915E-013  -5.1552481753112891E-014
   10.886052991587533        10.886052991587661       -1.2789769243681803E-013  -1.1748766291662748E-014
   10.883618656042284        10.883618656042543       -2.5934809855243657E-013  -2.3829215883859884E-014
   10.881188526673188        10.881188526673185        3.5527136788005009E-015   3.2650051693265778E-016
   10.878762600351767        10.878762600351399        3.6770586575585185E-013   3.3800339180483822E-014
   10.876340873938220        10.876340873937968        2.5224267119483557E-013   2.3191868857223567E-014
   10.873923344282785        10.873923344282678        1.0658141036401503E-013   9.8015598408694556E-015
   10.871510008224655        10.871510008224350        3.0553337637684308E-013   2.8104042230168303E-014
   10.869100862590612        10.869100862590871       -2.5934809855243657E-013  -2.3861044425952808E-014
   10.866695904198751        10.866695904199229       -4.7783998979866737E-013  -4.3972886884046893E-014
   10.864295129855039        10.864295129855549       -5.0981441290787188E-013  -4.6925677811062396E-014
   10.861898536355554        10.861898536355117        4.3698378249246161E-013   4.0230884226164107E-014
   10.859506120482937        10.859506120482425        5.1159076974727213E-013   4.7109948101813030E-014
   10.857117879011120        10.857117879011199       -7.8159700933611020E-014  -7.1989363848308793E-015
   10.854733808704566        10.854733808704427        1.3855583347321954E-013   1.2764553780407737E-014
   10.852353906314420        10.852353906314404        1.5987211554602254E-014   1.4731561182592956E-015
   10.849978168583192        10.849978168582757        4.3520742565306136E-013   4.0111364178891382E-014
   10.847606592240233        10.847606592240485       -2.5224267119483557E-013  -2.3253301919639655E-014
   10.845239174007588        10.845239174007986       -3.9790393202565610E-013  -3.6689272190446362E-014
   10.842875910595581        10.842875910595099        4.8139270347746788E-013   4.4397142183196470E-014
   10.840516798701110        10.840516798701135       -2.4868995751603507E-014  -2.2940784294142935E-015
   10.838161835015100        10.838161835014906        1.9362289549462730E-013   1.7864920125946572E-014
   10.835811016214446        10.835811016214770       -3.2329694477084558E-013  -2.9835971141160716E-014
   10.833464338968735        10.833464338968655        7.9936057773011271E-014   7.3786237967734509E-015
   10.831121799933488        10.831121799934104       -6.1639582327188691E-013  -5.6909693627087829E-014
   10.828783395758208        10.828783395758300       -9.2370555648813024E-014  -8.5300954200446854E-015
   10.826449123078490        10.826449123078110        3.8014036363165360E-013   3.5112192308863043E-014
   10.824118978520243        10.824118978520112        1.3145040611561853E-013   1.2144212972572944E-014
   10.821792958700147        10.821792958700634       -4.8672177399566863E-013  -4.4976075207978376E-014
   10.819471060225723        10.819471060225791       -6.7501559897209518E-014  -6.2388964785309252E-015
   10.817153279691563        10.817153279691517        4.6185277824406512E-014   4.2696332972480005E-015
   10.814839613684072        10.814839613683601        4.7073456244106637E-013   4.3526726170348708E-014
   10.812530058778117        10.812530058777725        3.9257486150745535E-013   3.6307400707639629E-014
   10.810224611539285        10.810224611539496       -2.1138646388862981E-013  -1.9554308211411914E-014
   10.807923268524098        10.807923268524487       -3.8902214782865485E-013  -3.5994162630817673E-014
   10.805626026278807        10.805626026278263        5.4356519285647664E-013   5.0303905718608993E-014
   10.803332881336788        10.803332881336431        3.5704772471945034E-013   3.3049775346297560E-014
   10.801043830224600        10.801043830224662       -6.2172489379008766E-014  -5.7561556416456033E-015
   10.798758869458808        10.798758869458739        6.9277916736609768E-014   6.4153591698896513E-015
   10.796477995544432        10.796477995544585       -1.5276668818842154E-013  -1.4149678094232803E-014
   10.794201204978631        10.794201204978302        3.2862601528904634E-013   3.0444681273633618E-014
   10.791928494246008        10.791928494246207       -1.9895196601282805E-013  -1.8435256137853800E-014
   10.789659859824489        10.789659859824871       -3.8191672047105385E-013  -3.5396548680197811E-014
   10.787395298180861        10.787395298181153       -2.9132252166164108E-013  -2.7005826115482058E-014
   10.785134805771651        10.785134805772236       -5.8442140016268240E-013  -5.4187676898570615E-014
   10.782878379045709        10.782878379045666        4.2632564145606011E-014   3.9537276269807115E-015
   10.780626014439466        10.780626014439388        7.8159700933611020E-014   7.2500150574674121E-015
   10.778377708381555        10.778377708381784       -2.2915003228263231E-013  -2.1260159783084899E-014
   10.776133457291941        10.776133457291706        2.3447910280083306E-013   2.1759112740216380E-014
   10.773893257578173        10.773893257578520       -3.4638958368304884E-013  -3.2150827505127205E-014
   10.771657105642525        10.771657105642133        3.9257486150745535E-013   3.6445168803397255E-014
   10.769424997872672        10.769424997873044       -3.7125857943465235E-013  -3.4473389202115112E-014
   10.767196930652133        10.767196930652368       -2.3447910280083306E-013  -2.1777172305014341E-014
   10.764972900352451        10.764972900351882        5.6843418860808015E-013   5.2804051981354208E-014
   10.762752903333769        10.762752903334061       -2.9132252166164108E-013  -2.7067658644416498E-014
   10.760536935952423        10.760536935952111        3.1263880373444408E-013   2.9054201067780842E-014
   10.758324994550374        10.758324994550014        3.6060043839825084E-013   3.3518269673105515E-014
   10.756117075463013        10.756117075462559        4.5474735088646412E-013   4.2278021677900791E-014
   10.753913175014914        10.753913175015384       -4.7073456244106637E-013  -4.3773327418594631E-014
   10.751713289524437        10.751713289525012       -5.7553961596568115E-013  -5.3530037536104917E-014
   10.749517415299175        10.749517415298891        2.8421709430404007E-013   2.6439986403438921E-014
   10.747325548635578        10.747325548635430        1.4743761767022079E-013   1.3718540208260339E-014
   10.745137685823897        10.745137685824039       -1.4210854715202004E-013  -1.3225381684918231E-014
   10.742953823144939        10.742953823145164       -2.2559731860383181E-013  -2.0999561416507093E-014
   10.740773956869749        10.740773956870330       -5.8086868648388190E-013  -5.4080710460567977E-014
   10.738598083262142        10.738598083262174       -3.1974423109204508E-014  -2.9775230305938972E-015
   10.736426198573922        10.736426198574488       -5.6665783176867990E-013  -5.2778999388450774E-014
   10.734258299051964        10.734258299052257       -2.9309887850104133E-013  -2.7304995867942495E-014
   10.732094380931379        10.732094380931693       -3.1441516057384433E-013  -2.9296719672209774E-014
   10.729934440439905        10.729934440440280       -3.7481129311345285E-013  -3.4931368424846255E-014
   10.727778473797098        10.727778473796809        2.8954616482224083E-013   2.6990319154097515E-014
   10.725626477211719        10.725626477211415        3.0375701953744283E-013   2.8320678534053223E-014
   10.723478446885331        10.723478446885622       -2.9132252166164108E-013  -2.7166793228950503E-014
   10.721334379012568        10.721334379012376        1.9184653865522705E-013   1.7893904981713299E-014
   10.719194269776239        10.719194269776088        1.5099033134902129E-013   1.4085977690949451E-014
   10.717058115353094        10.717058115352668        4.2632564145606011E-013   3.9780099806057085E-014
   10.714925911909432        10.714925911909569       -1.3677947663381929E-013  -1.2765321735149989E-014
   10.712797655605620        10.712797655605826       -2.0605739337042905E-013  -1.9234694800998756E-014
   10.710673342591601        10.710673342592091       -4.9027448767446913E-013  -4.5774385231679578E-014
   10.708552969010203        10.708552969010679       -4.7606363295926712E-013  -4.4456392412397991E-014
   10.706436530994996        10.706436530995598       -6.0218496855668491E-013  -5.6245135046882053E-014
   10.704324024672559        10.704324024672596       -3.7303493627405260E-014  -3.4848995173748358E-015
   10.702215446158991        10.702215446159199       -2.0783375020982930E-013  -1.9419694104964083E-014
   10.700110791564576        10.700110791564748       -1.7230661342182430E-013  -1.6103255076355106E-014
   10.698010056990496        10.698010056990443        5.3290705182007514E-014   4.9813661510988484E-015
   10.695913238529780        10.695913238529373        4.0678571622265736E-013   3.8031882565884819E-014
   10.693820332266176        10.693820332266570       -3.9435121834685560E-013  -3.6876551699395053E-014
   10.691731334279016        10.691731334279039       -2.3092638912203256E-014  -2.1598596326644866E-015
   10.689646240636188        10.689646240635795        3.9257486150745535E-013   3.6724775794272824E-014
   10.687565047397314        10.687565047397916       -6.0218496855668491E-013  -5.6344449450001882E-014
   10.685487750618966        10.685487750618567        3.9968028886505635E-013   3.7404028547213907E-014
   10.683414346342699        10.683414346343049       -3.4994229736184934E-013  -3.2755660879299942E-014
   10.681344830608973        10.681344830608840        1.3322676295501878E-013   1.2472845420479058E-014
   10.679279199445906        10.679279199445629        2.7711166694643907E-013   2.5948536579211919E-014
   10.677217448875806        10.677217448875364        4.4231285301066237E-013   4.1425854173011436E-014
   10.675159574911996        10.675159574912282       -2.8599345114344032E-013  -2.6790555132830226E-014
   10.673105573563509        10.673105573562959        5.5067062021407764E-013   5.1594225918466310E-014
   10.671055440826830        10.671055440826340        4.9027448767446913E-013   4.5944329536393168E-014
   10.669009172693901        10.669009172693791        1.1013412404281553E-013   1.0322807137957208E-014
   10.666966765149045        10.666966765149130       -8.5265128291212022E-014  -7.9933808896629335E-015
   10.664928214168771        10.664928214168674        9.7699626167013776E-014   9.1608329849999397E-015
   10.662893515721724        10.662893515721269        4.5474735088646412E-013   4.2647650022573097E-014
   10.660862665768711        10.660862665768342        3.6948222259525210E-013   3.4657816555655840E-014
   10.658835660263957        10.658835660263936        2.1316282072803006E-014   1.9998696623375021E-015
   10.656812495155219        10.656812495154751        4.6718184876226587E-013   4.3838797855799307E-014
   10.654793166380038        10.654793166380184       -1.4566126083082054E-013  -1.3670960905223173E-014
   10.652777669871742        10.652777669872368       -6.2527760746888816E-013  -5.8696203642483082E-014
   10.650766001556125        10.650766001556217       -9.2370555648813024E-014  -8.6726678283343440E-015
   10.648758157349992        10.648758157349464        5.2757798130187439E-013   4.9543615650406074E-014
   10.646754133162293        10.646754133162698       -4.0500935938325711E-013  -3.8040641712739677E-014
   10.644753924899153        10.644753924899414       -2.6112445539183682E-013  -2.4530811819053928E-014
   10.642757528455668        10.642757528456045       -3.7658764995285310E-013  -3.5384405681137258E-014
   10.640764939721372        10.640764939722004       -6.3238303482648917E-013  -5.9430223147382867E-014
   10.638776154579496        10.638776154579729       -2.3270274596143281E-013  -2.1873074739077498E-014
   10.636791168904452        10.636791168904718       -2.6645352591003757E-013  -2.5050179295517866E-014
   10.634809978565290        10.634809978565578       -2.8776980798284058E-013  -2.7059233645250588E-014
   10.632832579423587        10.632832579424054       -4.6718184876226587E-013  -4.3937666211950470E-014
   10.630858967334460        10.630858967335083       -6.2350125062948791E-013  -5.8650129076617999E-014
   10.628889138146683        10.628889138146823       -1.4033219031261979E-013  -1.3202902814083633E-014
   10.626923087700222        10.626923087700701       -4.7961634663806763E-013  -4.5132193267982110E-014
   10.624960811831011        10.624960811831453       -4.4231285301066237E-013  -4.1629598531614549E-014
   10.623002306367583        10.623002306367164        4.1922021409845911E-013   3.9463439996353231E-014
   10.621047567129642        10.621047567129306        3.3573144264664734E-013   3.1610012150372036E-014
   10.619096589932829        10.619096589932786        4.2632564145606011E-014   4.0147072573031076E-015
   10.617149370585455        10.617149370585979       -5.2402526762307389E-013  -4.9356493850870431E-014
   10.615205904890679        10.615205904890775       -9.5923269327613525E-014  -9.0364021373734619E-015
   10.613266188643015        10.613266188642617        3.9790393202565610E-013   3.7491185555248105E-014
   10.611330217630497        10.611330217630542       -4.4408920985006262E-014  -4.1850474986841698E-015
   10.609397987637365        10.609397987637225        1.4033219031261979E-013   1.3227158645207043E-014
   10.607469494439300        10.607469494439014        2.8599345114344032E-013   2.6961515307054639E-014
   10.605544733805566        10.605544733805980       -4.1389114358025836E-013  -3.9025920305721310E-014
   10.603623701501618        10.603623701501947       -3.2862601528904634E-013  -3.0991859437873902E-014
   10.601706393284395        10.601706393284545       -1.4921397450962104E-013  -1.4074524324135215E-014
   10.599792804905647        10.599792804905240        4.0678571622265736E-013   3.8376761103707093E-014
   10.597882932109751        10.597882932109384        3.6770586575585185E-013   3.4696162253478638E-014
   10.595976770635982        10.595976770636250       -2.6822988274943782E-013  -2.5314313966105305E-014
   10.594074316218730        10.594074316219077       -3.4638958368304884E-013  -3.2696540853291208E-014
   10.592175564585016        10.592175564585107       -9.0594198809412774E-014  -8.5529359154803718E-015
   10.590280511455578        10.590280511455630       -5.1514348342607263E-014  -4.8643044239370097E-015
   10.588389152546149        10.588389152546025        1.2434497875801753E-013   1.1743521792275341E-014
   10.586501483565140        10.586501483565799       -6.5902838741749292E-013  -6.2251763572752717E-014
   10.584617500218350        10.584617500218629       -2.7888802378583932E-013  -2.6348427213367524E-014
   10.582737198201968        10.582737198202400       -4.3165471197426086E-013  -4.0788569525056334E-014
